n,id,2020-05-23,2020-05-24
2,781,NA,Norma Gastronomia Siciliana
2,782,NA,Bistango
2,783,NA,Patrizia's of Manhattan
2,784,NA,HandCraft Kitchen & Cocktails
2,786,NA,Riverpark
2,787,NA,Dolcino Trattoria Toscana
2,788,NA,Coppola's East
2,790,NA,Lena's
2,791,NA,Penelope
2,793,NA,Hill and Bay
2,794,NA,Cask Bar & Kitchen
2,795,NA,Turkish Kitchen
2,796,NA,New Moon Chinese Restaurant
2,798,NA,Banc Cafe
2,799,NA,Saravanaa Bhavan
2,800,NA,Wattle Cafe
2,801,NA,Pio Pio
2,802,NA,Eros
2,803,NA,Macchina
2,804,NA,Flame Hibachi
2,805,NA,Natsumi Tapas
2,807,NA,Vatan
2,808,NA,Mughlai
2,809,NA,Burp Bowl Cafe
2,810,NA,Rocky's Pizzeria
2,811,NA,Marchi's
2,812,NA,Mexico Lindo
2,813,NA,Dog & Bone
2,814,NA,Oaxaca Taqueria
2,815,NA,Maguro
2,816,NA,Oishi Bay
2,817,NA,Little Basil
2,820,NA,Nobi Sushi
2,821,NA,Amber
2,822,NA,Sahara's
2,824,NA,Street Taco
2,825,NA,Luu's Baguette
2,826,NA,Curry Express
2,829,NA,Dynasty Dim Sum
2,830,NA,Tacos Times Square
2,832,NA,Abumi Sushi
2,834,NA,La Posada
2,835,NA,Nomado 33
2,836,NA,Pastafina Pizzeria
2,837,NA,Mike's Pizza
2,838,NA,Jaiya
2,839,NA,Agave
2,840,NA,Sticky's Finger Joint
2,842,NA,Novitá
2,843,NA,Joe Jr.
2,844,NA,Friend Of A Farmer
2,845,NA,L'Express
2,846,NA,Farmer & The Fish
2,847,NA,Barbounia
2,848,NA,Paul & Jimmy's
2,851,NA,The House
2,852,NA,GupShup
2,853,NA,Gramercy Kitchen
2,854,NA,Union Square Cafe
2,855,NA,Maialino
2,856,NA,Lamarca
2,857,NA,Boucherie Union Square
2,858,NA,Craft
2,860,NA,Casa Mono
2,861,NA,Taqueria Gramercy
2,863,NA,Big Daddy's
2,864,NA,Follia
2,865,NA,Oceans
2,866,NA,Molly's
2,867,NA,The Bluebell Café
2,868,NA,MoMo Sushi
2,869,NA,Javelina
2,870,NA,Yama
2,871,NA,Camellia
2,873,NA,Bocca Cucina and Bar
2,874,NA,Adalya
2,875,NA,Mani In Pasta
2,877,NA,Irvington
2,882,NA,Sathi
2,883,NA,The Pho
2,884,NA,Verōnika
2,887,NA,Bravo Pizza
2,889,NA,Lunetta
2,891,NA,Mi Noodle Bar
2,892,NA,Jack's Sliders and Sushi
2,893,NA,Tivoli Cafe
2,895,NA,Obicà Mozzarella Bar - Flatiron
2,896,NA,Frank's Trattoria
2,898,NA,abcV
2,899,NA,Gila's Nosh
2,901,NA,Hane Sushi
2,902,NA,Bruno's Gourmet Market
2,905,NA,Taverna Kyclades
2,906,NA,Ichibantei
2,907,NA,Dua Kafe
2,908,NA,Kikoo Sushi
2,911,NA,Akina Sushi
2,912,NA,Tallgrass Burger
2,913,NA,M & J
2,914,NA,Luthun
2,915,NA,Asiam
2,917,NA,Balade
2,918,NA,Sister Jane Tavern
2,920,NA,Muzzarella Pizza
2,923,NA,Russo's Mozzarella & Pasta
2,924,NA,Vinny Vincenz Pizza
2,925,NA,Gomi Korean Wine Bar
2,928,NA,Big Arc Chicken
2,929,NA,No 1 KItchen
2,930,NA,The Spotted Owl Tavern
2,932,NA,Bangkok 2
2,933,NA,Westville East
2,934,NA,Hibachi Express
2,939,NA,Raclette
2,940,NA,Sao Mai
2,942,NA,Halal in East Village
2,944,NA,Haile
2,945,NA,"Fiaschetteria ""Pistoia"""
2,946,NA,Khiladi NYC
2,948,NA,Ferns
2,949,NA,Momofuku Ssäm Bar
2,950,NA,Taco Bell Cantina
2,954,NA,Gena's Grill
2,956,NA,Chipotle
2,957,NA,El Camion Cantina
2,958,NA,Brindle Room
2,960,NA,John's of 12th Street. OUR DINING ROOM IS CLOSED BUT WE ARE OPEN FOR DELIVERIES AND TAKEOUT. Add a BOTTLE OF WINE to your order!
2,977,NA,Malatesta Trattoria
2,991,NA,Perry St
2,993,NA,Cafe Clover
2,995,NA,Market Table
2,997,NA,St Tropez West Village
2,998,NA,Crispo
2,1001,NA,Brodo - West Village
2,1002,NA,Amber West Village
2,1003,NA,Buvette
2,1005,NA,Bar Sardine
2,1007,NA,Emily - West Village
2,1008,NA,Shuraku
2,1009,NA,Cafe Cluny
2,1010,NA,Rosemary's
2,1011,NA,Bobo
2,1012,NA,Rahi
2,1013,NA,Gradisca
2,1014,NA,The Black Derby
2,1015,NA,Westville West
2,1017,NA,Fish
2,1018,NA,Sotto 13
2,1019,NA,Baker & Co
2,1021,NA,Loring Place
2,1023,NA,Amelie Wine Bar
2,1025,NA,Monte's Trattoria
2,1027,NA,Song' E Napule NYC
2,1029,NA,La Lanterna di Vittorio
2,1032,NA,Da Andrea
2,1037,NA,Villanelle
2,1038,NA,Ribalta
2,1040,NA,John's of Bleecker St.
2,1042,NA,Saigon Shack
2,1043,NA,Numero 28 Pizzeria
2,1047,NA,Tomoe Sushi
2,1051,NA,Red Bamboo
2,1058,NA,Pommes Frites
2,1062,NA,Petite Boucherie
2,1064,NA,ZZ's Clam Bar
2,1067,NA,North Square
2,1075,NA,Jane
2,1077,NA,Babu Ji
2,1080,NA,Claudette
2,1081,NA,Vic's
2,1082,NA,The Smile
2,1083,NA,il Buco
2,1084,NA,GATO
2,1085,NA,Lafayette Grand Café & Bakery
2,1086,NA,Bohemian
2,1088,NA,Misirizzi
2,1089,NA,Bessou
2,1090,NA,Indochine
2,1091,NA,ACME
2,1092,NA,ATLA
2,1093,NA,Bar Primi
2,1095,NA,BONDST
2,1096,NA,The Library at the Public
2,1097,NA,Gyu-Kaku Japanese BBQ
2,1098,NA,Fish Cheeks
2,1099,NA,Sushi on Jones
2,1100,NA,Quartino Bottega Organica
2,1101,NA,&pizza - Astor Place
2,1103,NA,The Jones
2,1105,NA,Ogawa
2,1106,NA,Sage Kitchen
2,1107,NA,Torien
2,1108,NA,The Poni Room
2,1109,NA,NOHO
2,1110,NA,Sorbillo Pizzeria
2,1111,NA,Honeybrains
2,1112,NA,The Wren
2,1113,NA,B Bar & Grill
2,1114,NA,Coco & Cru
2,1117,NA,Broken Coconut
2,1118,NA,Gemma
2,1120,NA,Bite
2,1123,NA,Asia de Cuba
2,1125,NA,Bowery Meat Company
2,1126,NA,Piccola Strada
2,1127,NA,Cheska's
2,1129,NA,Sweetwater Social
2,1130,NA,Wendy's
2,1132,NA,YOSHINO · NEW YORK
2,1133,NA,Oaxaca Comida Calle
2,1134,NA,Sushi by M
2,1135,NA,Phebe's
2,1136,NA,A-Pou’s Taste
2,1137,NA,Baar Baar
2,1138,NA,Bar Verde
2,1140,NA,Chopt Creative Salad Co.
2,1142,NA,Prune
2,1144,NA,Somtum Der (East Village)
2,1146,NA,Oiji
2,1148,NA,Frank
2,1149,NA,Superiority Burger
2,1150,NA,Supper
2,1151,NA,Ippudo NY
2,1152,NA,Lavagna
2,1153,NA,Huertas
2,1154,NA,Lucien
2,1155,NA,Avant Garden East Village
2,1156,NA,Root & Bone
2,1157,NA,Cafe Mogador
2,1158,NA,Madame Vo
2,1159,NA,Avenue C
2,1160,NA,Empellon Al Pastor
2,1161,NA,MáLà Project
2,1163,NA,Caracas Arepa Bar
2,1164,NA,Han Dynasty
2,1165,NA,Plado Tasting Bar
2,1167,NA,Caravan Of Dreams
2,1169,NA,noreetuh
2,1170,NA,Momofuku Ko
2,1171,NA,Rosie's
2,1172,NA,Buenos Aires
2,1174,NA,Lil' Frankie's
2,1176,NA,Papilles
2,1177,NA,Giano
2,1180,NA,Risotteria Melotti NYC
2,1181,NA,Hanoi House
2,1182,NA,graffiti
2,1183,NA,Pylos
2,1184,NA,Gnocco
2,1185,NA,Bobwhite Counter - Alphabet City
2,1186,NA,Szechuan Mountain House
2,1187,NA,The Black Ant
2,1188,NA,Crif Dogs
2,1189,NA,Via Della Pace
2,1190,NA,Mama Fina’s NYC House of Filipino Sisig
2,1193,NA,Tuome
2,1194,NA,Maharlika
2,1196,NA,Feast
2,1197,NA,Boilery East Village
2,1201,NA,Balthazar
2,1202,NA,Blue Ribbon Brasserie
2,1203,NA,Raoul's
2,1204,NA,Sadelle's
2,1205,NA,Antique Garage Soho
2,1206,NA,Shuka
2,1207,NA,Charlie Bird
2,1208,NA,Aquagrill
2,1209,NA,Cocotte
2,1211,NA,The Dutch
2,1212,NA,Lure Fishbar
2,1213,NA,Piccola Cucina
2,1214,NA,Aurora Soho
2,1216,NA,Galli
2,1217,NA,San Carlo Osteria Piemonte
2,1218,NA,Blue Ribbon Sushi
2,1219,NA,Coco Pazzo
2,1220,NA,Fanelli’s Cafe
2,1221,NA,Emmett's
2,1222,NA,Bistro Les Amis
2,1223,NA,Lucky Strike
2,1224,NA,La Mercerie
2,1225,NA,Omen Azen
2,1228,NA,Raku
2,1229,NA,Le Coucou
2,1230,NA,Piccola Cucina Estiatorio
2,1231,NA,Mamo
2,1232,NA,Pera Soho
2,1233,NA,12 Chairs Cafe
2,1234,NA,Le Botaniste
2,1235,NA,Cupping Room Cafe
2,1236,NA,Lupe's East L.A. Kitchen
2,1237,NA,II Corallo Trattoria
2,1238,NA,Pepe Rosso To Go
2,1239,NA,west~bourne
2,1240,NA,The Mercer Kitchen
2,1241,NA,Altro Paradiso
2,1242,NA,Ed's Lobster Bar
2,1243,NA,Il Mulino Prime
2,1244,NA,King
2,1245,NA,Vin et Fleurs
2,1246,NA,Osteria Morini
2,1247,NA,Ciccio
2,1248,NA,Black Tap
2,1249,NA,Pinch Chinese
2,1250,NA,St Tropez Soho
2,1251,NA,Cipriani Downtown
2,1252,NA,Pi Bakerie
2,1253,NA,Nagomi
2,1254,NA,Altesi Downtown
2,1255,NA,Little Prince
2,1256,NA,Papatzul
2,1257,NA,Mooncake Foods
2,1258,NA,Calexico Cart
2,1260,NA,Soho Park
2,1261,NA,Epistrophy
2,1264,NA,Chefs Club NY
2,1269,NA,Uncle Boons
2,1271,NA,Emporio
2,1273,NA,Fiat Café
2,1275,NA,LuAnne's Wild Ginger
2,1277,NA,Little Rascal
2,1279,NA,Cafetal Social Club
2,1280,NA,Balzem
2,1282,NA,Uncle Boons Sister
2,1283,NA,Lighthouse Outpost
2,1286,NA,Rintintin
2,1289,NA,The Grey Dog
2,1291,NA,Zooba
2,1292,NA,Pietro Nolita
2,1293,NA,Lovely Day
2,1294,NA,Taco Dumbo
2,1295,NA,Socarrat Paella Bar - Nolita
2,1296,NA,noodlelove
2,1297,NA,Mikaku Sushi
2,1298,NA,Gran Tivoli Restaurant
2,1299,NA,Prince St. Pizza
2,1301,NA,Café Habana
2,1302,NA,Wayan
2,1304,NA,La Churreria
2,1305,NA,19 Cleveland - Telavivian cuisine
2,1308,NA,Habana To Go
2,1309,NA,Goemon Curry
2,1310,NA,Nom Wah Nolita
2,1311,NA,Thai Diner
2,1312,NA,Parisi Bakery
2,1314,NA,Ramen Lab
2,1316,NA,Egg Shop
2,1317,NA,Despaña
2,1318,NA,Pomodoro
2,1320,NA,Mottsu
2,1321,NA,Wildair
2,1322,NA,Dirt Candy
2,1323,NA,Cafe Katja
2,1325,NA,Trapizzino
2,1326,NA,Speedy Romeo
2,1328,NA,Yopparai
2,1329,NA,La Contenta
2,1330,NA,Barrio Chino
2,1332,NA,Contra
2,1333,NA,Dirty French
2,1334,NA,Pig and Khao
2,1335,NA,Ivan Ramen
2,1337,NA,Davelle
2,1338,NA,Russ & Daughters Cafe
2,1339,NA,Congee Village
2,1340,NA,Nakamura
2,1341,NA,Le French Diner
2,1343,NA,El Castillo de Jagua
2,1344,NA,Blue Ribbon Sushi Izakaya
2,1346,NA,Clinton St. Baking Company
2,1348,NA,Parish
2,1349,NA,Cervo's
2,1350,NA,Balvanera
2,1351,NA,Kuma Inn
2,1352,NA,Biga NYC
2,1354,NA,Shabu Shabu Macoron
2,1355,NA,One More Thai
2,1356,NA,Kings County Imperial LES
2,1357,NA,Casa Adela
2,1359,NA,An Choi
2,1361,NA,Serafina
2,1362,NA,Katz's Delicatessen
2,1363,NA,Tijuana Picnic
2,1364,NA,The MasalaWala
2,1366,NA,Una Pizza Napoletana
2,1367,NA,Taverna Di Bacco
2,1368,NA,Dudley's
2,1369,NA,Sweet Chick
2,1370,NA,"Jia NYC Beer, Wine & Sake Restaurant"
2,1371,NA,Beauty & Essex
2,1372,NA,Biggie's Cafe
2,1374,NA,Sauce
2,1375,NA,Zum Schneider NYC
2,1376,NA,Niche
2,1377,NA,Gentleman Farmer
2,1378,NA,Cheeky Sandwiches
2,1380,NA,Char Sue
2,1381,NA,Il Cortile Restaurant
2,1382,NA,Aunt Jake's
2,1383,NA,Benito One
2,1384,NA,Paesano
2,1385,NA,Da Nico
2,1386,NA,Sapori d'Italia
2,1388,NA,Gelso & Grand
2,1389,NA,Puglia
2,1390,NA,Da Gennaro
2,1391,NA,La Mela
2,1392,NA,Angelo's
2,1393,NA,Margherita NYC
2,1395,NA,Tomiño Taberna Gallega
2,1396,NA,Il Piccolo Bufalo
2,1397,NA,Umbertos Clam House
2,1398,NA,C. Di Palo Wine Bar
2,1399,NA,Onieal's
2,1400,NA,Casa Bella
2,1401,NA,Bánh Mì Saigon
2,1402,NA,Ferrara Bakery & Cafe
2,1405,NA,Grotta Azzurra
2,1407,NA,Nyonya
2,1408,NA,Original Vincent's
2,1409,NA,La Nonna
2,1410,NA,Zia Maria Little Italy
2,1411,NA,Baz Bagel
2,1412,NA,Buona Notte
2,1414,NA,Amici Ristorante
2,1416,NA,Luna Ristorante
2,1417,NA,Caffe Napoli
2,1418,NA,Pho Bang
2,1419,NA,Capri
2,1420,NA,PELLEGRINO'S MENU NOW BEING SERVED AT LA NONNA
2,1421,NA,Lunella
2,1423,NA,Caffè Palermo
2,1425,NA,Tiny Shanghai
2,1426,NA,Manero's Pizza
2,1427,NA,La Bella
2,1430,NA,Saigon Vietnamese Sandwich Deli
2,1432,NA,Casa Bocado
2,1433,NA,Marcellino
2,1435,NA,Quan Sushi Grill
2,1436,NA,Troquet
2,1442,NA,Pepolino
2,1443,NA,Locanda Verde
2,1444,NA,Marc Forgione
2,1445,NA,The Greek
2,1446,NA,Little Park
2,1447,NA,Walker's
2,1448,NA,Tamarind Tribeca
2,1450,NA,Tribeca Grill
2,1451,NA,Bubby's
2,1452,NA,China Blue
2,1454,NA,Scalini Fedeli
2,1455,NA,Max
2,1456,NA,Tribeca's Kitchen
2,1457,NA,Edward's
2,1458,NA,Gigino Trattoria
2,1459,NA,Holy Ground
2,1460,NA,Bâtard
2,1461,NA,American Cut Steakhouse Tribeca
2,1462,NA,Terra
2,1463,NA,Tiny's & The Bar Upstairs
2,1465,NA,Khe-Yo
2,1466,NA,Macao Trading Co
2,1467,NA,Gunbae
2,1468,NA,Tutto il Giorno
2,1469,NA,Racines NY
2,1471,NA,Savida
2,1472,NA,Smith & Mills
2,1473,NA,Frenchette
2,1474,NA,Nish Nush
2,1475,NA,Saluggi's
2,1476,NA,Petrarca Cucina e Vino
2,1477,NA,Attraversa Tribeca
2,1478,NA,Añejo Tribeca
2,1479,NA,Zutto Japanese American Pub
2,1480,NA,Antique Garage
2,1481,NA,Distilled
2,1483,NA,Shigure
2,1484,NA,Serafina Tribeca
2,1485,NA,Thalassa
2,1486,NA,Sushi Azabu
2,1487,NA,Gotan TriBeCa
2,1488,NA,Jungsik
2,1489,NA,Mulberry & Vine
2,1493,NA,L'angolo
2,1497,NA,Girello
2,1498,NA,Il Mattone
2,1499,NA,Da Mikele By Luzzo's
2,1500,NA,Terroir
2,1502,NA,Great NY Noodletown
2,1505,NA,Joe's Shanghai
2,1509,NA,Deluxe Green Bo
2,1513,NA,Shanghai Asian Cuisine 上海小館
2,1516,NA,456 New Shanghai - Temporarily Closed
2,1517,NA,88 Lan Zhou Handmade Noodles
2,1518,NA,Spicy Village
2,1521,NA,Fried Dumpling
2,1524,NA,Super Taste
2,1527,NA,Hou Yi Hot Pot
2,1528,NA,Bo Ky
2,1530,NA,West New Malaysia
2,1531,NA,Big Wong
2,1533,NA,Golden Unicorn
2,1537,NA,Wonton Noodle Garden
2,1538,NA,21 Shanghai House
2,1539,NA,Wah Fung Fast Food
2,1542,NA,H K Wonton Garden
2,1544,NA,Amazing 66
2,1545,NA,Tonii's Fresh Rice Noodle
2,1546,NA,Shanghai Dumpling
2,1548,NA,noodle village
2,1550,NA,Cheong Fun Cart
2,1551,NA,Tasty Dumpling
2,1554,NA,Shinka Ramen & Sake Bar
2,1555,NA,Royal Seafood
2,1557,NA,PhoBar
2,1565,NA,Modern Dining Solutions
2,1567,NA,Mama Eatery
2,1575,NA,CUT by Wolfgang Puck
2,1576,NA,Aahar
2,1578,NA,Happy Eats
2,1580,NA,Brooklyn Chop House
2,1582,NA,New Asian Cuisine
2,1588,NA,Healthy Joe's
2,1596,NA,Tre Sorelle
2,1597,NA,Thai Jasmine
2,1599,NA,Little Italy Pizza
2,1602,NA,Asia Roma
2,1603,NA,Pasteur Grill & Noodles
2,1605,NA,Thailicious ( Chinatown)
2,1608,NA,Subway
2,1611,NA,Popeyes Louisiana Kitchen
2,1613,NA,Potbelly Sandwich Shop
2,1614,NA,New Chatham Seafood Restaurant
2,1621,NA,CC's Cafe
2,1624,NA,Mei Yu Spring Restaurant
2,1627,NA,Clinton Square Pizza
2,1628,NA,Ernesto's
2,1629,NA,Forever Taste
2,1630,NA,Carol's Bun
2,1632,NA,Go Sushi
2,1633,NA,New Wong
2,1634,NA,Yung-sun
2,1635,NA,Food King
2,1636,NA,Bamboo
2,1637,NA,Madison Street Pizza
2,1638,NA,Two Bridge's Diner
2,1639,NA,Xing Wong BBQ
2,1640,NA,J.J. Noodle
2,1642,NA,Yunshang Rice Noodle House
2,1643,NA,Panda Chinese Restaurant
2,1644,NA,Jordis Place
2,1645,NA,May Kaidee
2,1646,NA,Gino's Pizza
2,1647,NA,Downtown Yummy
2,1648,NA,Jin Mei Dumpling
2,1651,NA,Happy Family
2,1652,NA,LES Enfants Delice
2,1653,NA,El Castillo De Madison
2,1654,NA,Chen Zun Jin
2,1655,NA,Shui Mei Cafe
2,1657,NA,Shun Wei
2,1659,NA,Fulton Chef
2,1660,NA,Xun Lin Liang
2,1662,NA,Yi Zhang Fishball & Snack Restaurant
2,1666,NA,Golden Diner
2,1668,NA,Good Good Taste
2,1669,NA,Lily's
2,1670,NA,Lower East Side Pizza
2,1674,NA,Eastwood
2,1675,NA,Lanzhou Ramen
2,1676,NA,BRIGITTE
2,1679,NA,Everest Diner
2,1680,NA,Long Shine
2,1681,NA,Black Hound Bar & Lounge
2,1682,NA,Gigino At Wagner Park
2,1683,NA,Merchants River House
2,1684,NA,Del Frisco's Grille
2,1685,NA,Inatteso Pizzabar
2,1686,NA,Lox Cafe
2,1687,NA,Ningbo Cafe
2,1688,NA,Harry's Italian Murray Street
2,1690,NA,Miramar
2,1691,NA,El Vez and Burrito Bar
2,1692,NA,Benvenuti Pizzeria
2,1693,NA,2West
2,1696,NA,Picasso Pizza
2,1698,NA,Blue Ribbon Sushi Bar at Hudson Eats
2,1699,NA,L'Appart
2,1702,NA,Le District
2,1703,NA,Wei West
2,1706,NA,Dos Toros Taqueria
2,1707,NA,Atrio Wine Bar & Restaurant
2,1709,NA,Beaubourg
2,1710,NA,"Blue Ribbon Sushi,Hudson Eats"
2,1711,NA,Battery Gardens
2,1712,NA,Olive's
2,1713,NA,Umami Burger
2,1714,NA,elmursth
2,1715,NA,Chopt Creative Salad
2,1716,NA,Northern Tiger
2,1718,NA,Grand Banks
2,1720,NA,Pier A Harbor House
2,1721,NA,Beans & Greens
2,1722,NA,Treadwell Park
2,1723,NA,Num Pang Kitchen
2,1724,NA,Battery Place Market
2,1725,NA,View of the World
2,1727,NA,Pick A Bagel
2,1731,NA,Hudson Eats
2,1732,NA,Sant Ambroeus Brookfield Place
2,1734,NA,SKINNYPIZZA
2,1737,NA,Suspenders
2,1742,NA,Felice
2,1743,NA,Manhatta
2,1744,NA,Luke's Lobster FiDi - Temporarily Closed
2,1747,NA,Adrienne's Pizzabar
2,1749,NA,Delmonico's
2,1750,NA,Fraunces Tavern
2,1752,NA,The Capital Grille - Curbside Takeout & Delivery
2,1753,NA,The Irish American Pub
2,1754,NA,Il Brigante
2,1755,NA,Industry Kitchen
2,1757,NA,Kesté Wall Street
2,1760,NA,The Paris Cafe
2,1761,NA,The Malt House
2,1762,NA,Kuu Ramen
2,1763,NA,Westville
2,1765,NA,Fish Market
2,1766,NA,Steve's Pizza
2,1767,NA,Joseph's Restaurant
2,1768,NA,The Dead Rabbit Grocery and Grog
2,1769,NA,Joe’s Pizza
2,1770,NA,Bombay's
2,1771,NA,Harry's NYC
2,1772,NA,Albaik Express Halal Food
2,1773,NA,Acqua Restaurant NYC
2,1774,NA,Giardino D'Oro
2,1776,NA,Eataly NYC Downtown
2,1777,NA,Blue Ribbon Federal Grill
2,1778,NA,11 Hanover Greek
2,1780,NA,Antica
2,1781,NA,Harry's Italian
2,1782,NA,The Bailey Pub & Brasserie
2,1784,NA,Stone Street Tavern
2,1785,NA,Barbalu
2,1789,NA,La Parisienne
2,1791,NA,Ryan Maguire's Bar & Restaurant
2,1792,NA,SUteiShi
2,1793,NA,The White Horse Tavern - Financial District
2,1794,NA,Bobby Van's
2,1795,NA,La Pizza & La Pasta at Eataly NYC Downtown
2,1797,NA,Zeytin Mediterranean
2,1799,NA,St. George Tavern
2,1801,Seawalk,NA
2,1802,Guadalupe Restaurant,NA
2,1803,Beans and Vines,NA
2,1804,RAICES RESTAURANT,NA
2,1805,Unique,NA
2,1806,Tryon Public House,NA
2,1807,Indian Road Cafe,NA
2,1808,Taqueria Emilio,NA
2,1809,Brown Sugar Bar & Restaurant,NA
2,1810,Cañave,NA
2,1811,Tannat,NA
2,1812,Garden Café,NA
2,1813,Mamajuana Cafe,NA
2,1814,Il Sole,NA
2,1815,Pizza Palace,NA
2,1816,The Hudson,NA
2,1817,Bocaditos Bistro,NA
2,1818,Pat'e Palo Bar & Grill,NA
2,1819,The Park View,NA
2,1820,Papasito,NA
2,1821,Mamasushi,NA
2,1822,Inwood Bar & Grill,NA
2,1823,Dyckman Express,NA
2,1824,Grandpa's Brick Oven Pizza,NA
2,1825,Cachapas y Mas,NA
2,1826,Burgos Restaurant cafe,NA
2,1827,Boca Chica Seafood,NA
2,1828,Luxor NY,NA
2,1829,Galicia Tapas,NA
2,1830,Lina Restaurant,NA
2,1831,Pick and Eat,NA
2,1833,La Lomita,NA
2,1834,Capitol Diner,NA
2,1835,Patacon Pisao Truck,NA
2,1836,La Nueva España,NA
2,1837,Dyckman Dogs,NA
2,1838,Yummy Thai,NA
2,1839,Lotus Express,NA
2,1840,Fresh Tortillas,NA
2,1841,Pop & Pour,NA
2,1842,Genesis Restaurante Ecuatoriano,NA
2,1843,Cachapas y Mas Express,NA
2,1844,Stop 809,NA
2,1845,El nuevo valle seafood Restaurant,NA
2,1846,Jimbos Hamburger Palace,NA
2,1847,International Food House,NA
2,1848,Elsa La Reina del Chicharron,NA
2,1849,La Essencia Restaurant,NA
2,1850,El Nuevo Sabor,NA
2,1851,Enjoy Kitchen & Bar NYC,NA
2,1852,Junior's Tacos,NA
2,1853,Noel's Pizza,NA
2,1854,Sushi Mambo,NA
2,1855,"Tenth Avenue | Rooftop Bar, Eatery and Pizzeria",NA
2,1856,Roof top Republica,NA
2,1857,Cocina Taller,NA
2,1858,Hang Lee,NA
2,1859,Albert's Mofongo,NA
2,1860,Cocina Latina,NA
2,1861,Saggio,NA
2,1862,Le Chéile,NA
2,1863,The Pandering Pig,NA
2,1864,Malecon,NA
2,1865,Grito,NA
2,1866,Manolo Tapas,NA
